image,x,y
004_0.jpg,1019.1283,1105.13
004_0.jpg,956.2617,1109.1294
004_0.jpg,891.8297,1113.1506
004_0.jpg,825.8231,1117.2964
004_0.jpg,1569.9176,997.5525
004_0.jpg,1520.131,999.9012
004_0.jpg,1468.8552,1002.0504
004_0.jpg,1416.6837,1004.4998
004_0.jpg,1363.3394,1006.9143
004_0.jpg,1308.666,1009.4491
004_0.jpg,1252.8118,1012.0649
004_0.jpg,1195.6383,1014.6814
004_0.jpg,1137.0431,1017.3317
004_0.jpg,1077.0344,1020.05646
004_0.jpg,1015.5701,1022.89197
004_0.jpg,952.6303,1025.8518
004_0.jpg,888.1231,1028.8174
004_0.jpg,822.05774,1031.9537
004_0.jpg,1566.8138,924.1758
004_0.jpg,1516.8085,925.60944
004_0.jpg,1465.7798,927.0766
004_0.jpg,1413.5155,928.6307
004_0.jpg,1360.0647,930.1162
004_0.jpg,1305.417,931.79443
004_0.jpg,1249.4497,933.5677
004_0.jpg,1192.308,935.1607
004_0.jpg,1133.6182,936.9531
004_0.jpg,1073.4923,938.6678
004_0.jpg,1012.0501,940.52295
004_0.jpg,949.1004,942.4675
004_0.jpg,884.45074,944.39734
004_0.jpg,818.1917,946.445
004_0.jpg,1563.6696,850.6661
004_0.jpg,1513.8871,851.7172
004_0.jpg,1462.6403,851.9951
004_0.jpg,1410.3599,852.78143
004_0.jpg,1356.7664,853.33374
004_0.jpg,1302.2183,854.1484
004_0.jpg,1246.0524,854.88965
004_0.jpg,1188.9341,855.6435
004_0.jpg,1130.2375,856.4449
004_0.jpg,1070.1871,857.2096
004_0.jpg,1008.6127,858.0674
004_0.jpg,945.5556,859.0203
004_0.jpg,880.85156,859.9135
004_0.jpg,814.42755,860.8919
004_0.jpg,1560.5011,777.2892
004_0.jpg,1510.2584,777.12915
004_0.jpg,1459.4763,776.91595
004_0.jpg,1407.088,776.7948
004_0.jpg,1353.618,776.6008
004_0.jpg,1298.7833,776.4078
004_0.jpg,1242.7139,776.2751
004_0.jpg,1185.4146,776.08264
004_0.jpg,1126.7755,775.9234
004_0.jpg,1066.5925,775.766
004_0.jpg,1005.26636,775.5915
004_0.jpg,942.115,775.496
004_0.jpg,877.297,775.4353
004_0.jpg,810.8548,775.2769
005_0.jpg,1723.0385,1447.365
005_0.jpg,1649.5238,1425.4402
005_0.jpg,1575.8359,1403.3628
005_0.jpg,1501.9644,1381.225
005_0.jpg,1427.8452,1359.2631
005_0.jpg,1353.3948,1337.2283
005_0.jpg,1278.9102,1315.0829
005_0.jpg,1204.1294,1293.0653
005_0.jpg,1129.3082,1270.8322
005_0.jpg,1054.0967,1248.6919
005_0.jpg,979.0154,1226.4425
005_0.jpg,903.73627,1204.0464
005_0.jpg,828.21686,1181.8992
005_0.jpg,752.69794,1159.6045
005_0.jpg,1745.1022,1373.4858
005_0.jpg,1671.6494,1351.3698
005_0.jpg,1597.9684,1329.2549
005_0.jpg,1524.0876,1307.1605
005_0.jpg,1450.0048,1284.9948
005_0.jpg,1375.6356,1262.9286
005_0.jpg,1301.1068,1240.7401
005_0.jpg,1226.3805,1218.5564
005_0.jpg,1151.5796,1196.3824
005_0.jpg,1076.517,1174.0692
005_0.jpg,1001.377,1151.7891
