image,x,y
000_1.jpg,1687.7406,1452.862
000_1.jpg,1609.6884,1457.4218
000_1.jpg,1531.5743,1461.977
000_1.jpg,1453.3756,1466.5076
000_1.jpg,1375.1478,1471.2487
000_1.jpg,1296.7771,1475.9872
000_1.jpg,1218.3773,1480.6506
000_1.jpg,1139.948,1485.4891
000_1.jpg,1061.5052,1490.1576
000_1.jpg,983.00494,1494.9612
000_1.jpg,904.5563,1499.6755
000_1.jpg,826.18506,1504.2262
000_1.jpg,747.75195,1509.1134
000_1.jpg,669.4134,1513.8815
000_1.jpg,1683.1592,1374.9792
000_1.jpg,1605.1351,1379.4928
000_1.jpg,1527.0365,1384.0535
000_1.jpg,1448.8284,1388.6692
000_1.jpg,1370.5724,1393.2701
000_1.jpg,1292.2417,1398.025
000_1.jpg,1213.8484,1402.7366
000_1.jpg,1135.4476,1407.484
000_1.jpg,1057.0447,1412.239
000_1.jpg,978.54376,1416.9741
000_1.jpg,900.15955,1421.6377
000_1.jpg,821.7775,1426.2836
000_1.jpg,743.3936,1431.1097
000_1.jpg,665.08563,1435.8123
000_1.jpg,1678.3881,1297.1365
000_1.jpg,1600.4493,1301.6779
000_1.jpg,1522.345,1306.2036
000_1.jpg,1444.1901,1310.8109
000_1.jpg,1365.9277,1315.3782
000_1.jpg,1287.6455,1320.0967
000_1.jpg,1209.2759,1324.8207
000_1.jpg,1130.9248,1329.4858
000_1.jpg,1052.5437,1334.2512
000_1.jpg,974.05835,1338.9198
000_1.jpg,895.7294,1343.662
000_1.jpg,817.3913,1348.3663
000_1.jpg,739.09656,1353.0071
000_1.jpg,660.7972,1357.7627
000_1.jpg,1673.699,1219.346
000_1.jpg,1595.6902,1223.8751
000_1.jpg,1517.6544,1228.3882
000_1.jpg,1439.518,1232.9834
000_1.jpg,1361.309,1237.5292
000_1.jpg,1283.0673,1242.2571
000_1.jpg,1204.7539,1246.9318
000_1.jpg,1126.4014,1251.6056
000_1.jpg,1048.0435,1256.3042
000_1.jpg,969.68225,1261.0175
000_1.jpg,891.3621,1265.6345
000_1.jpg,813.0529,1270.3728
000_1.jpg,734.7855,1275.0679
000_1.jpg,656.5933,1279.783
000_1.jpg,1668.8024,1141.663
000_1.jpg,1590.8658,1146.1829
000_1.jpg,1512.86,1150.7358
000_1.jpg,1434.8096,1155.3224
000_1.jpg,1356.6476,1159.8094
000_1.jpg,1278.4385,1164.5186
000_1.jpg,1200.1866,1169.1902
000_1.jpg,1121.899,1173.8181
000_1.jpg,1043.6644,1178.5009
000_1.jpg,965.3478,1183.1794
000_1.jpg,887.02435,1187.8436
000_1.jpg,808.81055,1192.5491
000_1.jpg,730.57416,1197.1677
000_1.jpg,652.3931,1201.8876
000_1.jpg,1663.7875,1064.1158
000_1.jpg,1585.9753,1068.6482
000_1.jpg,1508.0635,1073.1464
000_1.jpg,1430.0309,1077.7474
000_1.jpg,1351.9626,1082.2854
000_1.jpg,1273.8096,1086.9417
000_1.jpg,1195.6147,1091.615
000_1.jpg,1117.415,1096.2416
000_1.jpg,1039.1917,1100.9009
000_1.jpg,960.95355,1105.5087
000_1.jpg,882.74304,1110.149
000_1.jpg,804.5459,1114.9268
000_1.jpg,726.3983,1119.5206
000_1.jpg,648.2718,1124.177
000_1.jpg,1658.8251,986.71747
000_1.jpg,1581.1086,991.28125
000_1.jpg,1503.1665,995.74426
000_1.jpg,1425.2323,1000.36444
000_1.jpg,1347.2244,1004.8603
000_1.jpg,1269.156,1009.53265
000_1.jpg,1191.0364,1014.17474
000_1.jpg,1112.8933,1018.74304
000_1.jpg,1034.7498,1023.3944
000_1.jpg,956.576,1027.992
000_1.jpg,878.4198,1032.6293
000_1.jpg,800.3261,1037.3312
000_1.jpg,722.23376,1041.9242
000_1.jpg,644.17694,1046.5841
000_1.jpg,1653.8048,909.3913
000_1.jpg,1576.09,913.89056
000_1.jpg,1498.3223,918.38983
000_1.jpg,1420.4473,922.97284
000_1.jpg,1342.4971,927.49036
000_1.jpg,1264.5209,932.1117
000_1.jpg,1186.4646,936.7392
000_1.jpg,1108.4049,941.28754
000_1.jpg,1030.3331,945.93427
000_1.jpg,952.25,950.50183
000_1.jpg,874.18665,955.1666
000_1.jpg,796.1205,959.8038
000_1.jpg,718.09576,964.5057
000_1.jpg,640.19556,969.1856
000_1.jpg,1648.7715,832.15155
000_1.jpg,1571.2567,836.7773
000_1.jpg,1493.4359,841.12634
000_1.jpg,1415.6324,845.7028
000_1.jpg,1337.7745,850.18567
000_1.jpg,1259.8606,854.7682
000_1.jpg,1181.897,859.3774
000_1.jpg,1103.9131,863.9007
000_1.jpg,1025.9292,868.51794
000_1.jpg,947.89343,873.1058
000_1.jpg,869.9353,877.74756
000_1.jpg,791.98114,882.48425
000_1.jpg,714.05054,887.0918
000_1.jpg,636.2081,891.7668
000_1.jpg,1643.6405,755.16284
000_1.jpg,1566.0912,759.6568
000_1.jpg,1488.5176,764.06494
000_1.jpg,1410.8252,768.6156
000_1.jpg,1333.0486,773.0896
000_1.jpg,1255.2274,777.62256
000_1.jpg,1177.3676,782.20776
000_1.jpg,1099.448,786.7236
000_1.jpg,1021.5493,791.29645
000_1.jpg,943.64453,795.90247
000_1.jpg,865.69556,800.4813
000_1.jpg,787.9035,805.1393
000_1.jpg,710.00507,809.82697
000_1.jpg,632.284,814.4867
001_1.jpg,1630.3947,1481.0732
001_1.jpg,1554.8029,1481.7808
001_1.jpg,1480.5182,1482.4609
001_1.jpg,1407.166,1483.0803
001_1.jpg,1335.0452,1483.9069
001_1.jpg,1264.2878,1484.7198
001_1.jpg,1194.2399,1485.4495
001_1.jpg,1125.7089,1486.3861
001_1.jpg,1057.8529,1487.0826
001_1.jpg,991.7311,1487.9503
001_1.jpg,925.879,1488.6682
001_1.jpg,861.81915,1489.2717
001_1.jpg,798.46423,1490.1527
001_1.jpg,736.05865,1490.956
001_1.jpg,1627.8618,1398.4017
001_1.jpg,1552.2452,1399.762
001_1.jpg,1477.9419,1401.1143
001_1.jpg,1404.6155,1402.5319
001_1.jpg,1332.5505,1403.894
001_1.jpg,1261.7708,1405.4316
001_1.jpg,1191.8978,1406.8818
001_1.jpg,1123.3312,1408.3042
001_1.jpg,1055.6162,1409.7327
001_1.jpg,989.22,1411.1438
001_1.jpg,923.86,1412.4901
001_1.jpg,859.5375,1413.7716
001_1.jpg,796.2585,1415.1744
001_1.jpg,733.9176,1416.5298
001_1.jpg,1625.2823,1315.7424
001_1.jpg,1549.5944,1317.8342
001_1.jpg,1475.2268,1319.8922
001_1.jpg,1402.0792,1321.9763
001_1.jpg,1330.0526,1324.0132
001_1.jpg,1259.2212,1326.1653
001_1.jpg,1189.5128,1328.332
001_1.jpg,1120.9241,1330.2917
001_1.jpg,1053.3766,1332.3632
001_1.jpg,986.85846,1334.3431
001_1.jpg,921.6055,1336.3567
001_1.jpg,857.39496,1338.269
001_1.jpg,794.16754,1340.188
001_1.jpg,731.93994,1342.0996
001_1.jpg,1622.4186,1233.1533
001_1.jpg,1546.9119,1235.9506
001_1.jpg,1472.6207,1238.7062
001_1.jpg,1399.5272,1241.4843
001_1.jpg,1327.566,1244.1366
001_1.jpg,1256.7839,1246.9565
001_1.jpg,1187.1068,1249.6881
001_1.jpg,1118.5571,1252.3557
001_1.jpg,1050.786,1255.064
001_1.jpg,984.382,1257.7003
001_1.jpg,919.41296,1260.1826
001_1.jpg,855.27014,1262.7694
001_1.jpg,792.09393,1265.2474
001_1.jpg,729.8953,1267.7236
001_1.jpg,1619.4792,1150.7069
001_1.jpg,1544.1112,1154.2
001_1.jpg,1469.897,1157.6636
001_1.jpg,1396.9044,1161.1426
001_1.jpg,1325.0497,1164.4603
001_1.jpg,1254.2906,1167.9493
001_1.jpg,1184.7769,1171.3336
001_1.jpg,1116.1866,1174.5796
001_1.jpg,1049.3674,1177.8225
001_1.jpg,982.79486,1181.0652
001_1.jpg,917.4281,1184.2145
001_1.jpg,853.3208,1187.3859
001_1.jpg,790.10187,1190.4338
001_1.jpg,728.05164,1193.5013
001_1.jpg,1616.6406,1068.3629
001_1.jpg,1541.2635,1072.6001
001_1.jpg,1467.1855,1076.7445
001_1.jpg,1394.2439,1080.9147
001_1.jpg,1322.491,1084.952
001_1.jpg,1251.7982,1089.0527
001_1.jpg,1182.3198,1093.116
001_1.jpg,1113.9363,1097.0437
001_1.jpg,1046.6665,1100.908
001_1.jpg,980.45447,1104.6731
001_1.jpg,915.3358,1108.4283
001_1.jpg,851.2393,1112.158
001_1.jpg,788.1375,1115.8086
001_1.jpg,726.06616,1119.4159
001_1.jpg,1613.5311,986.26587
001_1.jpg,1538.3884,991.1796
001_1.jpg,1464.4156,996.02466
001_1.jpg,1391.5775,1000.8996
001_1.jpg,1319.9172,1005.57306
001_1.jpg,1249.3944,1010.3381
001_1.jpg,1179.9796,1015.0143
001_1.jpg,1111.6667,1019.5202
001_1.jpg,1044.4823,1024.0319
001_1.jpg,978.3477,1028.3889
001_1.jpg,913.28644,1032.7314
001_1.jpg,849.2863,1037.1099
001_1.jpg,786.2911,1041.2463
001_1.jpg,724.2261,1045.4255
001_1.jpg,1610.5719,904.1969
001_1.jpg,1535.5302,909.8336
001_1.jpg,1461.6366,915.3488
001_1.jpg,1388.932,920.88586
001_1.jpg,1317.3468,926.2415
